33.974027,-118.249509
33.949099,-118.246737
33.964131,-118.272783
34.076198,-118.310722
34.059163,-118.306892
34.048041,-118.294177
34.028129,-118.284829
34.009552,-118.346724
34.062148,-118.315889
34.007090,-118.258681
34.065975,-118.238642
34.045405,-118.240454
34.043146,-118.251746
34.039378,-118.266300
34.028331,-118.354338
34.052913,-118.264340
34.028887,-118.317183
34.049841,-118.338460
34.066379,-118.309870
34.029036,-118.237870
34.023728,-118.156275
34.022502,-118.199613
34.065723,-118.434969
34.045421,-118.445873
34.080017,-118.262643
34.127194,-118.295647
34.099912,-118.326912
34.089848,-118.294661
34.085784,-118.206666
34.078195,-118.185501
34.050380,-118.211991
34.030578,-118.399613
34.051809,-118.383674
34.070410,-118.350411
34.002719,-118.287487
34.088475,-118.325527
34.111885,-118.261033
33.994523,-118.149952
34.137412,-118.207607
34.114708,-118.192098
33.988505,-118.336358
33.952725,-118.291904
33.942108,-118.417488
34.107810,-118.362247
33.953617,-118.308428
34.072924,-118.372710
34.092540,-118.491064
33.988047,-118.370361
34.061735,-118.276757
34.002844,-118.216400
33.926262,-118.249883
33.921280,-118.274186
34.003638,-118.308806
34.045105,-118.185914
34.037251,-118.423573
34.112272,-118.225496
34.002028,-118.430656
34.057597,-118.413998
34.129772,-118.330989
34.093828,-118.381697
34.052876,-118.254943
34.054534,-118.457025
34.108023,-118.456964
34.040587,-118.255404
34.020221,-118.286035
33.975414,-118.416990
34.071200,-118.443523
33.970343,-118.171368
34.100517,-118.414712
34.064958,-118.382979
34.062210,-118.401966
33.881510,-118.234451
33.885624,-118.205918
33.912246,-118.236773
33.997862,-118.393617
34.019323,-118.391902
33.955729,-118.118346
33.940445,-118.129022
33.921793,-118.140588
33.917140,-118.404267
33.890853,-118.297967
33.878432,-118.284104
33.901390,-118.315697
33.914775,-118.348083
33.864259,-118.399303
33.979248,-118.217438
33.888560,-118.351813
33.923533,-118.200705
34.039034,-118.707992
34.066117,-118.846342
33.889151,-118.402127
33.987729,-118.186597
34.087460,-118.544232
33.780065,-118.372454
33.753155,-118.367963
33.830006,-118.387124
33.873215,-118.370360
33.944159,-118.192761
34.107753,-118.616219
33.993396,-118.465193
33.976582,-118.455222
33.947305,-118.439841
33.956526,-118.358654
33.975332,-118.355252
33.939766,-118.331085
33.937886,-118.358559
33.958890,-118.330548
34.013666,-118.493750
34.034666,-118.504039
34.030755,-118.492101
34.026608,-118.473643
34.011312,-118.469762
33.833744,-118.314022
33.833181,-118.292062
33.840398,-118.353715
33.867257,-118.330794
33.807882,-118.347957
33.884696,-118.329998
34.007840,-118.030271
33.972782,-118.022066
33.945555,-117.990719
33.927691,-118.013828
33.950295,-118.024352
33.977272,-118.066363
33.845223,-118.015292
33.874224,-117.993368
33.850616,-118.039565
33.818477,-118.038307
33.942708,-117.952483
33.902045,-118.008961
34.015444,-118.111012
33.906956,-118.082640
33.989524,-118.089299
33.933565,-118.062611
33.801191,-117.994904
33.867600,-118.080612
33.867743,-118.069472
33.399248,-118.435601
33.887821,-118.127250
33.799904,-118.298661
33.849034,-118.147902
33.847989,-118.112601
33.841027,-118.079141
33.830482,-118.073451
33.793809,-118.317170
33.795012,-118.062692
33.898883,-118.166629
33.731442,-118.278869
33.742120,-118.312878
33.758405,-118.075043
33.716666,-118.076906
33.726516,-118.090327
33.779284,-118.261723
33.822725,-118.264109
33.859171,-118.252272
33.862900,-118.251318
33.803431,-118.169770
33.745762,-118.208042
33.756289,-118.130636
33.781686,-118.148365
33.864617,-118.180567
33.805401,-118.187701
33.827740,-118.174820
33.823943,-118.111335
33.819814,-118.222416
33.782259,-118.196793
33.771616,-118.143631
33.794348,-118.116391
33.778436,-118.118648
33.768334,-118.201636
34.194489,-118.138263
34.136258,-118.026704
34.128284,-118.047732
34.141586,-117.957627
34.222119,-118.205306
34.152800,-118.000482
34.211341,-118.230652
34.168771,-118.050216
34.108957,-118.156615
34.261962,-118.336078
34.322618,-118.237570
34.211452,-118.241036
34.146671,-118.139455
34.169538,-118.164941
34.165356,-118.123751
34.139460,-118.166649
34.139402,-118.128658
34.155533,-118.086178
34.122671,-118.112911
34.170510,-118.289463
34.168366,-118.267771
34.153338,-118.262974
34.136194,-118.260934
34.136580,-118.245839
34.160359,-118.213769
34.181293,-118.260277
34.185666,-118.239494
34.144557,-118.256507
34.236302,-118.249185
34.123286,-118.758541
34.123305,-118.671025
34.198292,-118.600913
34.224196,-118.632394
34.209532,-118.577563
34.200834,-118.664900
34.293338,-118.603118
34.160236,-118.515472
34.175969,-118.945127
34.368110,-118.489038
34.238208,-118.550290
34.237519,-118.517712
34.281486,-118.556005
34.247532,-118.526076
34.255442,-118.421314
34.200175,-118.540958
34.286687,-118.435080
34.326584,-118.382261
34.237912,-118.482306
34.294615,-118.507001
34.265879,-118.456748
34.440891,-118.501747
34.441596,-118.448109
34.230854,-118.365856
34.465755,-118.553789
34.439855,-118.644401
34.155097,-118.547553
34.212805,-118.882179
34.136077,-118.888919
34.193326,-118.818684
34.154040,-118.593153
34.177311,-118.615704
34.184616,-118.576125
34.184975,-118.766918
34.384697,-118.647244
34.506627,-118.699048
34.402509,-118.363427
34.545587,-118.420095
34.178483,-118.431791
34.222506,-118.444689
34.147149,-118.463365
34.199824,-118.447609
34.195685,-118.490752
34.178522,-118.459234
34.148617,-118.433298
34.149588,-118.489708
34.204400,-118.287527
34.176817,-118.309323
34.204568,-118.326365
34.173885,-118.346937
34.169706,-118.323548
34.169200,-118.372498
34.150818,-118.368159
34.140822,-118.392864
34.207341,-118.400973
34.185767,-118.388323
34.165783,-118.399795
34.138761,-118.350933
34.137564,-117.599945
34.280333,-117.866141
34.097410,-117.968269
33.952902,-117.639325
33.963723,-117.738596
34.004468,-117.684697
34.128066,-117.714773
34.097345,-117.906736
34.084747,-117.886844
34.080444,-117.854734
34.100970,-117.578820
34.078573,-118.043456
34.073420,-118.015345
34.046243,-118.053748
34.152583,-117.577707
34.172754,-117.521243
34.119367,-117.855054
34.156529,-117.841605
34.031415,-117.936470
33.999005,-117.972146
34.044416,-117.985366
33.974883,-117.900676
34.180010,-117.773939
33.996484,-117.531269
34.052922,-118.143465
34.050965,-118.114394
34.263636,-117.699470
34.035602,-117.591528
34.059410,-117.674011
34.072329,-117.698315
34.074087,-117.605618
33.986270,-117.821282
34.042286,-117.756106
34.083086,-117.737997
34.063516,-117.790379
34.065493,-118.084529
34.110186,-117.810390
34.115273,-118.088266
34.090776,-118.095091
34.102077,-118.057754
34.141146,-117.655583
34.105282,-117.662035
34.018195,-117.854821
34.066964,-117.937007
34.061624,-117.892235
34.022581,-117.902359
34.090728,-118.127527
34.074736,-118.145959
32.808563,-116.710076
32.665762,-117.018657
32.678070,-116.306851
32.654821,-116.465541
32.637868,-117.058031
32.608185,-117.054512
32.619459,-116.985820
32.674004,-116.943932
32.623185,-116.949053
32.887989,-116.621354
32.608865,-116.719660
32.846363,-116.557729
32.573755,-117.120872
32.648992,-116.152565
32.721919,-116.788204
32.759333,-116.997247
32.777999,-117.021511
32.733168,-117.034176
32.866646,-116.448325
32.670646,-117.094668
32.735124,-116.415161
32.626231,-116.610020
32.726237,-116.994318
32.724154,-116.940093
32.588866,-116.619172
33.285274,-117.197777
33.142077,-116.106046
33.023250,-117.274923
33.147294,-117.322181
33.095470,-117.243882
33.158500,-117.277163
33.107582,-117.292182
32.963199,-117.250309
32.776012,-116.880634
32.795508,-116.969747
32.838798,-116.869956
33.056022,-117.259900
33.102005,-117.080419
33.212444,-117.116098
33.131156,-116.976997
33.390477,-117.209427
33.082400,-117.127641
33.022474,-116.493688
32.856347,-117.250058
32.908915,-116.891975
33.195534,-117.354538
33.387723,-117.444758
33.201242,-117.296984
33.254619,-117.283341
33.376467,-117.066121
33.346808,-116.853215
33.298504,-116.924783
32.983606,-117.019035
33.053006,-116.850651
33.219365,-116.535247
33.020908,-117.190346
33.170775,-117.158676
33.147090,-116.717453
32.852358,-116.987842
32.997248,-117.260580
33.117154,-117.180627
33.164374,-117.240270
33.253548,-117.003366
33.197840,-117.248203
33.219935,-117.202606
33.323221,-116.665930
33.015927,-117.243517
32.724103,-117.170912
32.716220,-117.117057
32.747415,-117.166883
32.741501,-117.127948
32.737827,-117.092673
32.710818,-117.237613
32.739055,-117.245404
32.774046,-117.142454
32.786772,-117.234207
32.765244,-117.200391
32.806476,-117.168879
32.696716,-117.117881
32.707756,-117.055095
32.764998,-117.073641
32.764971,-117.123145
32.824572,-117.199518
32.699234,-117.209642
32.817888,-117.031956
32.794714,-117.071764
32.899592,-117.201203
32.861727,-117.171224
32.806794,-117.134930
32.823766,-117.092378
32.908449,-117.141380
33.011833,-117.132686
32.999818,-117.071808
32.966920,-117.126158
32.945791,-117.214366
32.886070,-117.085982
32.713608,-117.172089
32.724223,-117.146587
32.697543,-117.192775
32.679888,-117.048890
32.739496,-117.197401
32.930554,-117.008063
32.724880,-117.219962
32.557022,-117.006214
32.674984,-117.161726
32.553021,-117.042454
33.710984,-116.204844
33.753959,-116.246487
33.692217,-116.341248
33.765401,-116.334205
33.948948,-116.832362
32.785826,-114.545506
33.948255,-116.987839
33.736458,-114.687973
32.990121,-115.358757
33.910412,-116.765723
32.687552,-115.541028
33.172881,-115.553769
33.818256,-116.466743
33.686145,-116.172918
33.762149,-115.466100
33.951540,-116.520104
33.842584,-116.292900
34.163216,-114.319121
32.770197,-115.598590
32.725583,-115.472680
32.777241,-115.127641
32.881449,-115.675459
34.168333,-116.288431
33.641767,-116.273943
33.543835,-115.993906
34.077059,-116.606626
33.294274,-115.296227
33.915839,-116.559873
32.737705,-115.932200
33.708012,-116.403627
33.860925,-116.566176
33.708592,-116.497622
33.345027,-114.915942
34.273755,-114.196525
34.222079,-116.564222
33.768584,-116.429988
32.817225,-115.700076
33.460512,-116.084589
33.292095,-115.844166
33.822330,-116.364238
34.141358,-115.621168
34.229973,-116.055053
34.112956,-114.633391
